id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
44035,45,38000,RENT,5,MEDICAL,6000,9.63,0.16,N,14,0,62392
34574,54,45000,RENT,0,PERSONAL,10500,13.22,0.23,Y,22,0,62397
1731,27,49200,MORTGAGE,5,HOMEIMPROVEMENT,4000,6.17,0.08,N,5,0,62403
41022,37,37000,RENT,3,EDUCATION,6000,12.18,0.16,N,11,0,62421
14376,23,63000,OWN,0,EDUCATION,10000,13.57,0.16,Y,3,0,62427
41825,25,53155,MORTGAGE,10,VENTURE,4000,6.76,0.07,N,2,0,62428
51045,24,56000,MORTGAGE,3,MEDICAL,4750,10.08,0.09,N,4,0,62433
19988,26,63440,OWN,7,VENTURE,20000,8.9,0.32,N,2,0,62435
10899,23,60400,RENT,4,VENTURE,7000,7.14,0.12,N,4,0,62441
1448,33,50000,MORTGAGE,5,EDUCATION,20000,11.36,0.4,N,9,0,62453
26528,29,60000,MORTGAGE,0,VENTURE,24500,12.53,0.4,N,8,0,62455
8551,30,55000,MORTGAGE,4,PERSONAL,20000,13.23,0.36,N,6,0,62458
5291,25,70000,MORTGAGE,3,DEBTCONSOLIDATION,25000,8.9,0.36,N,2,0,62460
37748,25,70000,MORTGAGE,6,DEBTCONSOLIDATION,25000,11.36,0.36,N,3,0,62460
13757,34,45000,RENT,5,PERSONAL,14000,12.84,0.31,N,6,0,62460
25398,30,52000,MORTGAGE,3,DEBTCONSOLIDATION,15500,14.72,0.31,Y,10,0,62463
49523,35,42000,RENT,5,MEDICAL,11000,10.59,0.26,N,9,0,62463
36176,25,66000,RENT,2,DEBTCONSOLIDATION,20000,10.99,0.3,N,2,0,62465
45188,25,66000,MORTGAGE,9,VENTURE,20000,7.51,0.3,N,3,0,62465
457,22,75000,MORTGAGE,2,EDUCATION,20000,12.73,0.27,N,2,0,62469
7818,22,75000,RENT,6,PERSONAL,20000,11.11,0.27,N,3,0,62469
8039,22,75000,RENT,2,VENTURE,20000,11.14,0.27,N,3,0,62469
9582,22,75000,MORTGAGE,6,VENTURE,20000,7.29,0.27,N,2,0,62469
11262,22,75000,MORTGAGE,4,PERSONAL,20000,13.85,0.27,N,2,0,62469
16174,22,75000,MORTGAGE,4,EDUCATION,20000,11.11,0.27,N,2,0,62469
23721,22,75000,MORTGAGE,3,MEDICAL,20000,10.37,0.27,N,4,0,62469
30397,22,75000,RENT,5,MEDICAL,20000,7.14,0.27,N,2,0,62469
31244,22,75000,MORTGAGE,6,VENTURE,20000,13.92,0.27,Y,3,0,62469
36941,22,75000,RENT,6,EDUCATION,20000,11.11,0.27,N,4,0,62469
14097,23,70000,RENT,0,EDUCATION,18000,7.9,0.26,N,2,0,62469
48103,23,70000,MORTGAGE,7,EDUCATION,18000,7.9,0.26,N,2,0,62469
54265,23,70000,RENT,8,DEBTCONSOLIDATION,18000,7.9,0.26,N,2,0,62469
11594,25,62000,RENT,1,MEDICAL,15000,13.8,0.24,N,4,0,62469
1797,29,50000,OWN,2,PERSONAL,10000,14.96,0.2,N,9,0,62471
2289,29,50000,MORTGAGE,0,HOMEIMPROVEMENT,10000,8.59,0.2,N,8,0,62471
2476,29,50000,RENT,4,PERSONAL,10000,9.91,0.2,N,5,0,62471
5622,29,50000,RENT,6,HOMEIMPROVEMENT,10000,15.95,0.2,N,10,0,62471
6362,29,50000,RENT,2,PERSONAL,10000,13.61,0.2,Y,8,0,62471
6680,29,50000,MORTGAGE,8,DEBTCONSOLIDATION,10000,7.49,0.2,N,9,0,62471
9399,29,50000,RENT,9,EDUCATION,10000,10.37,0.2,N,10,0,62471
11216,29,50000,RENT,2,DEBTCONSOLIDATION,10000,8.88,0.2,N,6,0,62471
12645,29,50000,MORTGAGE,5,MEDICAL,10000,7.49,0.2,N,10,0,62471
15431,29,50000,RENT,9,HOMEIMPROVEMENT,10000,9.32,0.2,N,7,0,62471
18108,29,50000,RENT,5,PERSONAL,10000,9.99,0.2,N,10,0,62471
19330,29,50000,MORTGAGE,5,DEBTCONSOLIDATION,10000,7.9,0.2,N,6,0,62471
25021,29,50000,RENT,4,EDUCATION,10000,10.62,0.2,N,9,0,62471
33436,29,50000,MORTGAGE,5,MEDICAL,10000,5.42,0.2,N,5,0,62471
39478,29,50000,MORTGAGE,13,VENTURE,10000,5.42,0.2,N,5,0,62471
39632,29,50000,RENT,5,PERSONAL,10000,10.99,0.2,N,6,0,62471
43895,29,50000,RENT,4,PERSONAL,10000,10.95,0.2,N,5,0,62471
45118,29,50000,MORTGAGE,13,PERSONAL,10000,5.42,0.2,N,9,0,62471
45889,29,50000,MORTGAGE,4,EDUCATION,10000,12.42,0.2,N,7,0,62471
49157,29,50000,MORTGAGE,13,EDUCATION,10000,6.62,0.2,N,5,0,62471
52742,29,50000,RENT,3,HOMEIMPROVEMENT,10000,13.49,0.2,N,7,0,62471
40197,30,48000,RENT,3,PERSONAL,9500,13.11,0.2,N,6,0,62471
30221,22,66996,MORTGAGE,6,VENTURE,11200,11.12,0.17,N,3,0,62472
6896,25,60000,MORTGAGE,4,PERSONAL,12500,6.92,0.21,N,2,0,62472
10993,25,60000,MORTGAGE,9,DEBTCONSOLIDATION,12500,7.88,0.21,N,4,0,62472
17660,25,60000,RENT,4,VENTURE,12500,7.88,0.21,N,3,0,62472
18924,25,60000,RENT,0,EDUCATION,12500,11.89,0.21,N,3,0,62472
34704,25,60000,MORTGAGE,3,PERSONAL,12500,10.99,0.21,N,2,0,62472
45649,25,60000,RENT,0,EDUCATION,12500,9.38,0.21,N,2,0,62472
22226,22,70000,RENT,2,VENTURE,14500,11.83,0.2,N,4,0,62474
12011,33,39996,RENT,12,DEBTCONSOLIDATION,3500,11.49,0.09,N,5,0,62474
15317,25,58000,OWN,9,PERSONAL,10000,7.51,0.17,N,4,0,62475
17697,25,58000,MORTGAGE,8,EDUCATION,10000,7.49,0.17,N,3,0,62475
19359,25,58000,MORTGAGE,3,DEBTCONSOLIDATION,10000,9.99,0.17,N,2,0,62475
22259,25,58000,RENT,1,DEBTCONSOLIDATION,10000,9.99,0.17,N,3,0,62475
51014,25,57200,MORTGAGE,3,PERSONAL,9000,7.49,0.16,N,4,0,62476
20440,28,50000,MORTGAGE,4,PERSONAL,7500,11.71,0.15,N,7,0,62476
24454,28,50000,RENT,2,PERSONAL,7500,12.18,0.15,N,10,0,62476
32158,28,50000,RENT,5,EDUCATION,7500,11.99,0.15,N,8,0,62476
16205,38,35000,MORTGAGE,6,MEDICAL,4000,13.35,0.11,Y,14,0,62476
52751,24,60000,RENT,8,HOMEIMPROVEMENT,9500,7.51,0.15,N,2,0,62477
44908,29,50004,MORTGAGE,5,PERSONAL,10000,8.59,0.2,N,5,0,62477
58321,29,50004,RENT,2,DEBTCONSOLIDATION,10000,12.53,0.2,N,9,0,62477
26619,21,70000,MORTGAGE,5,VENTURE,11000,7.9,0.16,N,3,0,62478
20530,35,38000,RENT,0,VENTURE,4000,13.06,0.11,N,5,0,62478
23473,22,65000,RENT,6,EDUCATION,9000,7.49,0.14,N,2,0,62479
36087,22,65000,MORTGAGE,4,DEBTCONSOLIDATION,9000,5.79,0.14,N,3,0,62479
47810,22,65000,MORTGAGE,6,EDUCATION,9000,7.66,0.14,N,2,0,62479
5494,30,45000,RENT,2,MEDICAL,5000,8.94,0.11,N,7,0,62479
8426,30,45000,MORTGAGE,0,MEDICAL,5000,9.88,0.11,N,6,0,62479
13062,30,45000,RENT,0,PERSONAL,5000,14.26,0.11,N,7,0,62479
25134,30,45000,RENT,0,DEBTCONSOLIDATION,5000,10.99,0.11,N,5,0,62479
29190,30,45000,MORTGAGE,7,MEDICAL,5000,9.76,0.11,N,8,0,62479
7189,23,60000,MORTGAGE,0,PERSONAL,6500,9.25,0.11,N,2,0,62481
22182,23,60000,MORTGAGE,7,DEBTCONSOLIDATION,6500,8.32,0.11,N,3,0,62481
375,27,50000,MORTGAGE,0,DEBTCONSOLIDATION,5000,13.57,0.1,Y,9,0,62481
8311,27,50000,RENT,11,DEBTCONSOLIDATION,5000,9.91,0.1,N,5,0,62481
9311,27,50000,MORTGAGE,0,PERSONAL,5000,9.63,0.1,N,7,0,62481
9576,27,50000,RENT,1,HOMEIMPROVEMENT,5000,13.49,0.1,Y,6,0,62481
11822,27,50000,RENT,2,PERSONAL,5000,6.17,0.1,N,5,0,62481
18733,27,50000,RENT,5,VENTURE,5000,15.62,0.1,Y,6,0,62481
19623,27,50000,RENT,5,PERSONAL,5000,10.65,0.1,N,7,0,62481
20848,27,50000,RENT,11,PERSONAL,5000,7.14,0.1,N,9,0,62481
22784,27,50000,OWN,5,HOMEIMPROVEMENT,5000,10.62,0.1,N,9,0,62481
25002,27,50000,MORTGAGE,3,EDUCATION,5000,7.74,0.1,N,5,0,62481
29052,27,50000,MORTGAGE,4,DEBTCONSOLIDATION,5000,9.76,0.1,N,9,0,62481
33329,27,50000,MORTGAGE,11,DEBTCONSOLIDATION,5000,6.76,0.1,N,6,0,62481
35156,27,50000,MORTGAGE,4,VENTURE,5000,6.62,0.1,N,6,0,62481
42215,27,50000,MORTGAGE,5,PERSONAL,5000,6.03,0.1,N,7,0,62481
51203,27,50000,RENT,4,HOMEIMPROVEMENT,5000,13.22,0.1,Y,7,0,62481
52978,27,50000,RENT,3,DEBTCONSOLIDATION,5000,13.49,0.1,Y,6,0,62481
53123,27,50000,RENT,2,PERSONAL,5000,13.11,0.1,N,9,0,62481
57114,27,50000,RENT,0,EDUCATION,5000,13.49,0.1,Y,8,0,62481
57593,27,50000,OWN,11,HOMEIMPROVEMENT,5000,6.76,0.1,N,9,0,62481
57879,27,50000,RENT,2,PERSONAL,5000,8.9,0.1,N,5,0,62481
933,25,54000,RENT,9,DEBTCONSOLIDATION,5000,10.99,0.09,N,3,0,62482
6878,25,54000,RENT,7,MEDICAL,5000,10.99,0.09,N,3,0,62482
25208,25,54000,MORTGAGE,9,DEBTCONSOLIDATION,5000,10.99,0.09,N,4,0,62482
27162,25,54000,MORTGAGE,5,HOMEIMPROVEMENT,5000,5.42,0.09,N,2,0,62482
43256,25,54000,RENT,9,PERSONAL,5000,10.38,0.09,N,2,0,62482
44379,25,54000,MORTGAGE,6,PERSONAL,5000,6.62,0.09,N,2,0,62482
573,30,44000,RENT,2,MEDICAL,3500,12.23,0.08,Y,9,0,62482
17537,24,55000,RENT,1,EDUCATION,3500,12.99,0.06,Y,2,0,62486
1429,22,60000,MORTGAGE,6,PERSONAL,3500,5.99,0.06,N,2,0,62487
2396,22,60000,RENT,2,MEDICAL,3500,5.99,0.06,N,2,0,62487
23781,22,60000,RENT,5,EDUCATION,3500,12.53,0.06,Y,2,0,62487
25438,22,60000,RENT,5,DEBTCONSOLIDATION,3500,10.99,0.06,N,2,0,62487
25696,22,60000,MORTGAGE,3,MEDICAL,3500,7.49,0.06,N,4,0,62487
29917,22,60000,MORTGAGE,6,VENTURE,3500,7.74,0.06,N,3,0,62487
41362,22,60000,MORTGAGE,4,EDUCATION,3500,7.49,0.06,N,3,0,62487
46400,26,50000,RENT,0,PERSONAL,2500,10.36,0.05,N,4,0,62487
48236,26,50000,MORTGAGE,0,EDUCATION,2500,12.18,0.05,N,2,0,62487
315,32,40000,RENT,2,PERSONAL,1500,11.71,0.04,N,9,0,62488
52917,31,42264,RENT,4,EDUCATION,3000,7.29,0.07,N,9,0,62492
37324,29,55272,OWN,13,PERSONAL,17600,6.17,0.33,N,9,0,62506
35483,42,38400,RENT,4,MEDICAL,2000,11.49,0.05,N,14,0,62507
32416,41,43000,RENT,5,DEBTCONSOLIDATION,8000,11.14,0.19,N,13,0,62512
7191,27,53595,RENT,11,DEBTCONSOLIDATION,9800,7.88,0.19,N,6,0,62527
39552,23,57000,MORTGAGE,1,PERSONAL,3000,5.42,0.05,N,4,0,62537
43001,53,45000,RENT,3,MEDICAL,9000,13.48,0.2,N,23,0,62547
55299,49,36000,MORTGAGE,3,MEDICAL,8000,13.98,0.22,N,12,0,62550
3740,42,42000,RENT,4,MEDICAL,8000,7.49,0.19,N,14,0,62552
20293,33,44000,RENT,10,PERSONAL,10000,5.42,0.23,N,6,0,62567
40977,33,44000,RENT,5,PERSONAL,10000,10.62,0.23,N,10,0,62567
32013,22,69996,RENT,2,PERSONAL,14400,10.74,0.22,N,4,0,62569
42092,27,56000,MORTGAGE,5,DEBTCONSOLIDATION,13000,10.99,0.23,N,9,0,62569
3474,22,70000,RENT,3,PERSONAL,14400,11.71,0.21,N,3,0,62574
7961,29,52833,RENT,7,VENTURE,14000,12.69,0.27,N,6,0,62574
3612,29,48000,MORTGAGE,3,HOMEIMPROVEMENT,7000,6.62,0.15,N,6,0,62576
20623,29,48000,MORTGAGE,11,MEDICAL,7000,7.14,0.15,N,8,0,62576
6817,22,66000,RENT,3,DEBTCONSOLIDATION,10000,11.14,0.15,N,4,0,62578
25315,22,66000,MORTGAGE,5,VENTURE,10000,10.25,0.15,N,2,0,62578
25771,22,66000,MORTGAGE,4,VENTURE,10000,10.62,0.15,N,4,0,62578
41722,22,70004,MORTGAGE,5,DEBTCONSOLIDATION,14400,12.69,0.21,N,4,0,62578
47636,22,66000,MORTGAGE,6,EDUCATION,10000,7.88,0.15,N,2,0,62578
22679,28,49000,RENT,7,MEDICAL,6000,8.88,0.12,N,6,0,62578
15359,33,40000,MORTGAGE,8,EDUCATION,3400,7.14,0.09,N,8,0,62581
4499,23,60000,RENT,2,MEDICAL,6400,10.59,0.11,N,2,0,62582
33804,31,42000,RENT,6,MEDICAL,2500,11.36,0.06,N,9,0,62585
36207,31,42000,RENT,9,MEDICAL,2500,9.99,0.06,N,8,0,62585
54499,31,42000,RENT,1,MEDICAL,2500,10.99,0.06,N,5,0,62585
55113,31,42000,OWN,15,EDUCATION,2500,5.42,0.06,N,5,0,62585
48222,25,52000,RENT,0,DEBTCONSOLIDATION,2400,8.9,0.05,N,2,0,62588
21955,23,58800,RENT,7,MEDICAL,5000,10.75,0.09,N,4,0,62604
47814,23,58800,RENT,5,EDUCATION,5000,7.29,0.09,N,2,0,62604
7716,22,72400,RENT,3,VENTURE,17000,16.49,0.24,Y,4,0,62611
21152,27,52700,RENT,1,VENTURE,8500,13.49,0.15,N,8,0,62620
11148,31,43000,RENT,3,DEBTCONSOLIDATION,4000,10.65,0.09,N,7,0,62630
40584,27,49000,MORTGAGE,6,PERSONAL,3500,5.42,0.07,N,10,0,62634
2712,30,47110,MORTGAGE,5,EDUCATION,8000,10,0.17,N,9,0,62638
37130,31,45600,RENT,5,MEDICAL,8000,10,0.17,N,7,0,62652
55433,36,38160,MORTGAGE,2,DEBTCONSOLIDATION,6000,10.25,0.16,N,12,0,62660
25805,25,52700,MORTGAGE,3,VENTURE,3200,10.37,0.06,N,4,0,62661
9921,21,74000,MORTGAGE,0,DEBTCONSOLIDATION,15000,11.26,0.2,N,2,0,62674
41268,22,70000,MORTGAGE,6,EDUCATION,14300,9.99,0.2,N,4,0,62674
36754,26,55000,RENT,10,HOMEIMPROVEMENT,8800,8.49,0.15,N,2,0,62676
703,24,53408,MORTGAGE,8,EDUCATION,1400,8.9,0.03,N,2,0,62681
41400,27,50000,RENT,3,HOMEIMPROVEMENT,4800,11.86,0.1,N,9,0,62681
16641,28,48000,RENT,12,MEDICAL,4500,11.49,0.09,N,5,0,62681
7801,34,45204,RENT,12,EDUCATION,14125,7.29,0.31,N,8,0,62681
57164,29,46000,RENT,7,VENTURE,4000,11.49,0.09,N,6,0,62682
3158,23,58000,MORTGAGE,1,DEBTCONSOLIDATION,4000,10.74,0.07,N,4,0,62685
9381,23,58000,RENT,3,VENTURE,4000,9.99,0.07,N,4,0,62685
14350,29,44900,RENT,6,MEDICAL,2400,10.99,0.05,N,7,0,62691
9981,42,40000,RENT,0,EDUCATION,4500,7.66,0.11,N,12,0,62693
932,23,85000,MORTGAGE,7,EDUCATION,35000,10.65,0.39,N,2,0,62707
57324,23,85000,MORTGAGE,7,PERSONAL,35000,7.9,0.41,N,4,0,62707
8373,29,55000,MORTGAGE,13,MEDICAL,17000,7.88,0.31,N,5,0,62712
4325,30,50000,MORTGAGE,2,HOMEIMPROVEMENT,12250,11.36,0.24,N,7,0,62717
11315,30,50000,MORTGAGE,14,PERSONAL,12250,7.49,0.24,N,5,0,62717
58391,27,55000,OWN,3,HOMEIMPROVEMENT,11500,7.51,0.21,N,8,0,62721
8577,25,59000,RENT,5,EDUCATION,11000,8.9,0.19,N,3,0,62724
2947,23,65000,MORTGAGE,1,PERSONAL,12000,11.14,0.18,N,4,0,62725
3589,23,65000,MORTGAGE,7,PERSONAL,12000,10.62,0.18,N,3,0,62725
6870,23,65000,MORTGAGE,3,EDUCATION,12000,7.66,0.18,N,2,0,62725
8254,23,65000,MORTGAGE,7,VENTURE,12000,7.29,0.18,N,4,0,62725
8620,23,65000,MORTGAGE,7,MEDICAL,12000,10.65,0.18,N,2,0,62725
19551,23,65000,RENT,8,DEBTCONSOLIDATION,12000,10.65,0.18,N,2,0,62725
22707,23,65000,RENT,0,EDUCATION,12000,10.99,0.18,N,2,0,62725
25067,23,65000,RENT,2,PERSONAL,12000,10.65,0.18,N,2,0,62725
39824,23,65000,MORTGAGE,7,DEBTCONSOLIDATION,12000,5.42,0.18,N,3,0,62725
45937,23,65000,MORTGAGE,0,EDUCATION,12000,7.9,0.18,N,4,0,62725
51532,23,65000,MORTGAGE,0,EDUCATION,12000,13.16,0.18,N,3,0,62725
54419,23,65000,OWN,3,VENTURE,12000,12.53,0.18,N,3,0,62725
58596,23,65000,RENT,2,EDUCATION,12000,7.51,0.18,N,2,0,62725
15390,24,60629,RENT,7,HOMEIMPROVEMENT,10000,7.49,0.16,N,3,0,62731
4796,25,55000,RENT,2,MEDICAL,6000,8.9,0.11,N,3,0,62731
5798,25,55000,MORTGAGE,9,HOMEIMPROVEMENT,6000,7.88,0.11,N,2,0,62731
8862,25,55000,RENT,3,VENTURE,6000,10.62,0.11,N,2,0,62731
15892,25,65412,MORTGAGE,10,MEDICAL,19000,11.14,0.29,N,3,0,62731
16673,25,55000,RENT,5,MEDICAL,6000,10.65,0.11,N,4,0,62731
31175,25,55000,MORTGAGE,2,HOMEIMPROVEMENT,6000,13.48,0.11,N,3,0,62731
48344,25,55000,MORTGAGE,10,DEBTCONSOLIDATION,6000,14.22,0.11,Y,3,0,62731
50035,37,35000,RENT,2,MEDICAL,2000,10.99,0.06,N,15,0,62733
7050,35,37000,MORTGAGE,2,HOMEIMPROVEMENT,2000,7.66,0.05,N,10,0,62734
31120,22,66143,MORTGAGE,3,PERSONAL,10000,6.99,0.15,N,3,0,62735
46150,31,43200,RENT,1,HOMEIMPROVEMENT,4200,14.26,0.1,Y,8,0,62740
11421,28,62004,MORTGAGE,12,DEBTCONSOLIDATION,24000,7.9,0.39,N,9,0,62762
26870,32,48000,MORTGAGE,3,EDUCATION,14000,8.9,0.29,N,9,0,62762
37472,22,67992,MORTGAGE,6,EDUCATION,12000,6.62,0.18,N,4,0,62767
2833,23,72000,MORTGAGE,5,EDUCATION,20000,10.99,0.28,N,2,0,62767
5130,23,72000,RENT,1,EDUCATION,20000,7.9,0.28,N,4,0,62767
19143,23,72000,MORTGAGE,3,PERSONAL,20000,11.83,0.28,N,3,0,62767
41464,23,72000,MORTGAGE,7,PERSONAL,20000,10.62,0.28,N,3,0,62767
50162,23,72000,MORTGAGE,7,EDUCATION,20000,10.37,0.27,N,3,0,62767
19646,28,52000,RENT,1,PERSONAL,10000,13.98,0.19,Y,6,0,62772
21347,28,52000,RENT,4,EDUCATION,10000,10.65,0.19,N,9,0,62772
30020,28,52000,OWN,0,EDUCATION,10000,11.26,0.19,N,6,0,62772
37498,28,52000,RENT,3,PERSONAL,10000,13.11,0.19,Y,9,0,62772
42429,28,52000,MORTGAGE,12,HOMEIMPROVEMENT,10000,14.35,0.19,Y,8,0,62772
54639,38,36000,MORTGAGE,2,VENTURE,5600,7.9,0.16,N,11,0,62772
21758,24,63000,RENT,5,VENTURE,12800,17.27,0.21,N,4,0,62773
3893,26,56000,RENT,9,PERSONAL,10000,14.54,0.18,Y,3,0,62774
21200,26,56000,MORTGAGE,10,HOMEIMPROVEMENT,10000,5.42,0.18,N,4,0,62774
28387,26,56000,RENT,4,EDUCATION,10000,12.23,0.18,N,3,0,62774
2088,22,68000,RENT,5,PERSONAL,12000,12.42,0.18,N,2,0,62776
9659,28,50000,MORTGAGE,4,DEBTCONSOLIDATION,7200,6.62,0.15,N,10,0,62776
18184,28,50000,MORTGAGE,0,HOMEIMPROVEMENT,7200,12.98,0.14,N,9,0,62776
18524,30,46000,MORTGAGE,1,PERSONAL,6200,6.62,0.13,N,5,0,62776
44087,24,60000,RENT,4,HOMEIMPROVEMENT,9200,10.74,0.15,N,2,0,62777
49346,22,63000,RENT,1,EDUCATION,6500,15.96,0.1,N,3,0,62782
227,23,60000,MORTGAGE,7,EDUCATION,6200,15.96,0.1,N,3,0,62782
17852,24,55000,MORTGAGE,0,EDUCATION,3200,7.66,0.06,N,4,0,62786
27879,24,55000,RENT,6,PERSONAL,3200,5.99,0.06,N,3,0,62786
35798,22,60000,MORTGAGE,1,DEBTCONSOLIDATION,3200,5.99,0.05,N,4,0,62788
11681,27,48000,RENT,11,PERSONAL,2000,13.49,0.04,Y,6,0,62788
27958,27,48000,RENT,3,DEBTCONSOLIDATION,2000,10.74,0.04,N,7,0,62788
40290,27,48000,RENT,7,MEDICAL,2000,7.74,0.04,N,6,0,62788
19682,24,54000,MORTGAGE,8,EDUCATION,2000,12.69,0.04,N,4,0,62789
33990,24,54000,RENT,8,DEBTCONSOLIDATION,2000,13.72,0.04,Y,4,0,62789
53730,24,54000,RENT,3,VENTURE,2000,7.66,0.04,N,2,0,62789
36766,43,40000,MORTGAGE,3,VENTURE,6000,8.94,0.15,N,11,0,62792
6550,33,42000,RENT,5,PERSONAL,6475,7.49,0.15,N,8,0,62798
6863,31,47000,MORTGAGE,8,DEBTCONSOLIDATION,10000,12.73,0.21,Y,9,0,62819
34687,31,47000,RENT,2,PERSONAL,10000,10.62,0.21,N,8,0,62819
52387,31,47000,RENT,4,MEDICAL,10000,9.32,0.21,N,5,0,62819
43276,28,45600,OWN,1,VENTURE,1000,9.63,0.02,N,8,0,62831
16409,34,38500,MORTGAGE,5,DEBTCONSOLIDATION,2600,10.75,0.07,N,8,0,62833
54443,29,46800,MORTGAGE,4,MEDICAL,5000,8.59,0.11,N,9,0,62839
25812,26,49500,MORTGAGE,8,MEDICAL,1500,11.78,0.03,Y,4,0,62840
8170,23,57700,MORTGAGE,7,MEDICAL,3500,10.99,0.06,N,3,0,62841
10048,23,57700,MORTGAGE,7,VENTURE,3500,6.99,0.06,N,4,0,62841
22344,23,57700,MORTGAGE,7,PERSONAL,3500,7.49,0.06,N,2,0,62841
44756,32,46800,RENT,3,EDUCATION,12000,7.88,0.26,N,9,0,62845
18960,24,62400,RENT,8,HOMEIMPROVEMENT,12000,6.62,0.19,N,4,0,62854
25132,24,62400,RENT,3,PERSONAL,12000,6.62,0.19,N,2,0,62854
33763,28,49200,MORTGAGE,1,PERSONAL,6000,12.73,0.12,N,9,0,62858
40279,29,50000,RENT,6,HOMEIMPROVEMENT,9600,12.87,0.19,Y,9,0,62872
49843,29,50000,OWN,2,PERSONAL,9600,14.26,0.19,Y,5,0,62872
8344,27,54000,MORTGAGE,12,DEBTCONSOLIDATION,10000,9.63,0.19,N,6,0,62873
10198,27,54000,MORTGAGE,0,VENTURE,10000,8.59,0.19,N,8,0,62873
34141,27,54000,MORTGAGE,8,EDUCATION,10000,7.51,0.19,N,9,0,62873
4139,42,41000,RENT,19,VENTURE,6000,7.9,0.15,N,14,0,62873
10929,38,35000,RENT,1,DEBTCONSOLIDATION,3600,7.49,0.1,N,16,0,62877
40954,23,62000,RENT,3,MEDICAL,8400,7.29,0.14,N,2,0,62879
34518,22,72644,MORTGAGE,0,HOMEIMPROVEMENT,17000,11.83,0.24,N,4,0,62880
45329,22,64000,RENT,0,EDUCATION,7500,11.03,0.11,N,4,0,62881
3199,22,63000,RENT,3,MEDICAL,6400,8.94,0.1,N,4,0,62882
9862,23,62004,RENT,7,MEDICAL,8400,12.21,0.14,N,2,0,62884
43562,24,55000,MORTGAGE,4,MEDICAL,3100,10.99,0.06,N,3,0,62887
40702,23,56000,RENT,8,MEDICAL,1500,11.86,0.03,N,2,0,62891
25018,38,35220,RENT,2,DEBTCONSOLIDATION,4000,7.29,0.11,N,12,0,62894
44797,27,49200,MORTGAGE,3,MEDICAL,3500,13.49,0.07,N,7,0,62904
23125,23,57500,RENT,2,EDUCATION,3200,5.42,0.06,N,4,0,62912
28133,24,54940,MORTGAGE,8,DEBTCONSOLIDATION,3000,6.03,0.05,N,2,0,62915
34428,23,57600,RENT,1,PERSONAL,3300,10.37,0.06,N,2,0,62927
56281,23,57600,MORTGAGE,1,PERSONAL,3300,13.04,0.06,Y,3,0,62927
52566,28,52828,MORTGAGE,3,VENTURE,11000,10.62,0.21,N,9,0,62930
41002,42,46394,MORTGAGE,7,EDUCATION,15000,12.98,0.32,N,14,0,62932
45574,37,35000,RENT,0,MEDICAL,1800,9.63,0.05,N,17,0,62934
8457,27,49000,RENT,2,PERSONAL,3200,8.59,0.07,N,8,0,62935
47061,31,47400,MORTGAGE,2,DEBTCONSOLIDATION,10500,7.49,0.22,N,6,0,62938
43884,31,60000,MORTGAGE,4,MEDICAL,30000,8.9,0.5,N,10,0,62946
24207,30,51992,RENT,14,MEDICAL,15000,11.99,0.29,N,8,0,62951
42625,24,60400,RENT,2,VENTURE,9500,12.69,0.16,N,2,0,62957
1832,30,52000,MORTGAGE,14,DEBTCONSOLIDATION,15000,10.25,0.29,N,8,0,62963
5293,30,52000,RENT,0,DEBTCONSOLIDATION,15000,9.91,0.29,N,8,0,62963
36457,30,52000,MORTGAGE,5,MEDICAL,15000,10.38,0.29,N,5,0,62963
31009,27,60000,MORTGAGE,11,VENTURE,18000,11.49,0.3,N,10,0,62964
55393,27,60000,MORTGAGE,11,PERSONAL,18000,7.9,0.3,N,5,0,62964
55820,22,80000,OWN,1,EDUCATION,25000,19.79,0.31,N,3,0,62965
7976,24,70000,MORTGAGE,8,HOMEIMPROVEMENT,21000,11.36,0.3,N,2,0,62965
8177,30,50000,MORTGAGE,5,DEBTCONSOLIDATION,12000,6.03,0.24,N,6,0,62967
20303,30,50000,RENT,5,EDUCATION,12000,12.73,0.24,N,6,0,62967
20570,30,50000,MORTGAGE,5,VENTURE,12000,7.88,0.24,N,5,0,62967
23423,30,50000,RENT,3,EDUCATION,12000,13.61,0.24,N,6,0,62967
26243,30,50000,MORTGAGE,4,PERSONAL,12000,10.99,0.24,N,10,0,62967
28882,30,50000,MORTGAGE,0,DEBTCONSOLIDATION,12000,6.03,0.24,N,8,0,62967
8844,26,60000,MORTGAGE,10,VENTURE,15000,11.71,0.25,N,4,0,62968
10114,26,60000,MORTGAGE,3,HOMEIMPROVEMENT,15000,6.03,0.25,N,3,0,62968
10897,26,60000,OWN,10,MEDICAL,15000,11.83,0.25,N,2,0,62968
21367,26,60000,RENT,10,MEDICAL,15000,6.91,0.25,N,4,0,62968
22477,26,60000,RENT,10,EDUCATION,15000,10.37,0.25,N,2,0,62968
25088,26,60000,RENT,4,EDUCATION,15000,14.96,0.25,Y,4,0,62968
28421,26,60000,MORTGAGE,5,PERSONAL,15000,10.62,0.25,N,2,0,62968
30875,26,60000,RENT,0,PERSONAL,15000,9.13,0.25,N,2,0,62968
32603,26,60000,MORTGAGE,1,DEBTCONSOLIDATION,15000,10.37,0.25,N,2,0,62968
34446,26,60000,RENT,1,VENTURE,15000,14.26,0.25,N,4,0,62968
